Unnamed: 0.1,Unnamed: 0,file_path,src,actor,gender,intensity,statement,repeat,emotion,transcript,stress_label,Pitch
35,49,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav,1,1,male,0,1,0,7,doctor sitting by the door,1,1774.3934
594,27,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-02-01.wav,1,1,male,0,1,1,7,dogs are sitting by the door,1,1882.1554
290,48,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav,1,1,male,1,0,0,7,kids are talking by the door,1,1824.0675
848,28,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-02-01.wav,1,1,male,1,0,1,7,kids talking by the door,1,1937.6276
733,9,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-01-01.wav,1,1,male,1,1,0,7,dogs sitting by the door,1,1664.4971
1151,37,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-02-01.wav,1,1,male,1,1,1,7,dogs are sitting by the door,1,1763.4749
1241,1,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-01-01.wav,1,1,male,0,0,0,8,can you talking by the door,0,1887.9792
1096,35,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-02-01.wav,1,1,male,0,0,1,8,can you talking by the door,0,1904.9467
617,45,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-01-01.wav,1,1,male,0,1,0,8,dogs are sitting by the door,0,1875.523
1393,21,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-02-01.wav,1,1,male,0,1,1,8,dogs are sitting by the door,0,1916.0222
1065,46,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-01-01.wav,1,1,male,1,0,0,8,kids are talking by the door,0,1884.4658
1375,20,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-02-01.wav,1,1,male,1,0,1,8,kids are talking by the door,0,1833.6826
808,0,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-01-01.wav,1,1,male,1,1,0,8,dogs are sitting by the door,0,1899.7997
928,36,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-02-01.wav,1,1,male,1,1,1,8,talk just sitting by the door,0,1840.372
55,78,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-01-02.wav,1,2,female,0,0,0,1,kids are talking by the door,0,1710.9099
1053,116,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav,1,2,female,0,0,1,1,kids are talking by the door,0,1785.7117
824,90,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-01-02.wav,1,2,female,0,1,0,1,dogs are sitting by the door,0,1737.8857
950,74,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-02-02.wav,1,2,female,0,1,1,1,dogs are sitting by the door,0,1754.8435
51,115,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-01-02.wav,1,2,female,0,0,0,2,kids attacking by the door,0,1835.7369
791,79,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-02-02.wav,1,2,female,0,0,1,2,kids are talking by the door,0,1852.6564
862,73,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-01-02.wav,1,2,female,0,1,0,2,tags are sitting by the door,0,1669.547
1362,91,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-02-02.wav,1,2,female,0,1,1,2,dogs are sitting by the door,0,1826.9238
614,72,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-01-02.wav,1,2,female,1,0,0,2,kids are talking by the door,0,1904.3231
630,92,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-02-02.wav,1,2,female,1,0,1,2,kids are talking by the door,0,1855.7324
682,117,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-01-02.wav,1,2,female,1,1,0,2,dogs are sitting by the door,0,1854.4832
699,77,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-02-02.wav,1,2,female,1,1,1,2,tags are sitting by the door,0,1748.0162
1035,93,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-01-02.wav,1,2,female,0,0,0,3,can you talking by the door,0,1907.3416
688,71,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-02-02.wav,1,2,female,0,0,1,3,kids talking by the door,0,1870.7216
50,76,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-01-02.wav,1,2,female,0,1,0,3,dogs are sitting by the door,0,1830.3745
729,118,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-02-02.wav,1,2,female,0,1,1,3,dogs are sitting by the door,0,1810.9159
903,75,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-01-02.wav,1,2,female,1,0,0,3,can you talking by the door,0,1919.431
1056,119,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-02-02.wav,1,2,female,1,0,1,3,kids talking by the door,0,1918.2285
689,94,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-01-02.wav,1,2,female,1,1,0,3,dogs are sitting by the door,0,1869.6685
52,70,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-02-02.wav,1,2,female,1,1,1,3,doctor sitting by the door,0,1890.0822
1301,98,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-01-02.wav,1,2,female,0,0,0,4,kids talking by the door,2,1827.4175
1325,64,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-02-02.wav,1,2,female,0,0,1,4,kids talking by the door,2,1833.6578
574,85,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-01-02.wav,1,2,female,0,1,0,4,dogs are sitting by the door,2,1832.147
187,107,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-02-02.wav,1,2,female,0,1,1,4,talks are sitting by the door,2,1854.5768
259,86,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-01-02.wav,1,2,female,1,0,0,4,can you talking with the tour,2,1879.548
606,106,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-02-02.wav,1,2,female,1,0,1,4,kids are talking by the door,2,1903.0844
1279,95,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-01-02.wav,1,2,female,1,1,0,4,tags are sitting by the door,2,1835.8217
25,67,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-02-02.wav,1,2,female,1,1,1,4,translate sitting by the door,2,1865.471
1242,112,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-01-02.wav,1,2,female,0,0,0,5,kids talking by the door,1,1753.2977
653,80,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-02-02.wav,1,2,female,0,0,1,5,kids talking by the door,1,1838.3466
916,61,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-01-02.wav,1,2,female,0,1,0,5,dogs are sitting by the door,1,1668.3309
64,101,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-02-02.wav,1,2,female,0,1,1,5,dogs are sitting by the door,1,1831.2062
721,62,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-01-02.wav,1,2,female,1,0,0,5,kids are talking by the door,1,1805.6257
488,100,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-02-02.wav,1,2,female,1,0,1,5,kids are talking about the door,1,1823.3098
327,109,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-01-02.wav,1,2,female,1,1,0,5,dogs are sitting by the door,1,1836.96
491,83,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-02-02.wav,1,2,female,1,1,1,5,dogs are sitting by the door,1,1804.7161
207,81,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-01-02.wav,1,2,female,0,0,0,6,can you talking by the door,2,1997.362
213,111,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-02-02.wav,1,2,female,0,0,1,6,can you talking by the door,2,1957.2219
668,102,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-01-02.wav,1,2,female,0,1,0,6,talks with sitting by the door,2,1975.2109
629,60,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-02-02.wav,1,2,female,0,1,1,6,talk just sitting by the door,2,1995.7012
1019,99,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-01-02.wav,1,2,female,1,0,0,6,can you talking about the tour,2,2043.6194
139,63,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-02-02.wav,1,2,female,1,0,1,6,can you talking with the door,2,2047.4847
702,82,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-01-02.wav,1,2,female,1,1,0,6,doctor sitting by the door,2,1995.6873
639,110,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-02-02.wav,1,2,female,1,1,1,6,doctor sitting by the door,2,1926.0311
100,65,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-01-02.wav,1,2,female,0,0,0,7,can you talking by the door,1,1744.179
665,97,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-02-02.wav,1,2,female,0,0,1,7,kids are talking about the door,1,1806.4209
879,108,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-01-02.wav,1,2,female,0,1,0,7,doctor sitting by the door,1,1668.0814
700,84,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-02-02.wav,1,2,female,0,1,1,7,dogs are sitting by the door,1,1779.1122
655,105,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-01-02.wav,1,2,female,1,0,0,7,kids are fucking by the door,1,1846.6179
1409,87,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-02-02.wav,1,2,female,1,0,1,7,kids are talking by the door,1,1830.7006
565,66,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-01-02.wav,1,2,female,1,1,0,7,dogs are sitting by the door,1,1716.2124
401,96,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-02-02.wav,1,2,female,1,1,1,7,dogs are sitting by the door,1,1759.5483
831,69,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-01-02.wav,1,2,female,0,0,0,8,can you talk in by the door,0,1779.1371
1176,103,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-02-02.wav,1,2,female,0,0,1,8,did you talking by the door,0,1923.3862
267,113,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-01-02.wav,1,2,female,0,1,0,8,doctor sitting by the door,0,1824.8844
964,89,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-02-02.wav,1,2,female,0,1,1,8,dogs are sitting by the door,0,1881.8531
958,114,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-01-02.wav,1,2,female,1,0,0,8,teacher talking by the door,0,1869.8812
439,88,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-02-02.wav,1,2,female,1,0,1,8,can you talking by the door,0,1921.3982
890,68,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-02-01-02.wav,1,2,female,1,1,0,8,doctor sitting by the door,0,1832.251
716,104,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-02-02-02.wav,1,2,female,1,1,1,8,dogs are sitting by the door,0,1902.7897
539,136,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-01-03.wav,1,3,male,0,0,0,1,kids are talking by the door,0,1637.6016
428,178,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-02-03.wav,1,3,male,0,0,1,1,kids are talking by the door,0,1407.197
1108,154,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-01-03.wav,1,3,male,0,1,0,1,dogs are sitting by the door,0,1682.7109
1405,130,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-02-03.wav,1,3,male,0,1,1,1,dogs are sitting by the door,0,1729.7415
1017,179,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-01-03.wav,1,3,male,0,0,0,2,kids are talking by the door,0,1574.7083
380,135,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-02-03.wav,1,3,male,0,0,1,2,kids are talking by the door,0,1611.3978
833,131,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-01-03.wav,1,3,male,0,1,0,2,dogs are sitting by the door,0,1699.6301
1039,153,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-02-03.wav,1,3,male,0,1,1,2,dogs are sitting by the door,0,1749.6208
872,132,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-01-03.wav,1,3,male,1,0,0,2,kids are talking by the door,0,1589.5187
1171,152,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-02-03.wav,1,3,male,1,0,1,2,kids are talking by the door,0,1744.7628
753,177,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-01-03.wav,1,3,male,1,1,0,2,dogs are sitting by the door,0,1573.6798
651,137,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-02-03.wav,1,3,male,1,1,1,2,dogs are sitting by the door,0,1664.9719
1181,151,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-01-03.wav,1,3,male,0,0,0,3,change that talking by the door,0,1680.277
