,Unnamed: 0,file_path,src,actor,gender,intensity,statement,repeat,emotion,transcript,stress_label
67,941,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-02-02-17.wav,1,17,male,1,1,1,4,talk to sitting by the door,2
68,824,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_15/03-01-05-02-01-01-15.wav,1,15,male,1,0,0,5,can you talking by the door,1
69,1032,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_18/03-01-07-01-02-02-18.wav,1,18,female,0,1,1,7,dogs are sitting by the door,1
70,1375,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_24/03-01-05-01-02-02-24.wav,1,24,female,0,1,1,5,dogs are sitting by the door,1
71,239,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-01-01-04.wav,1,4,female,1,0,0,8,can you talking about the door,0
72,716,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_13/03-01-08-01-02-02-13.wav,1,13,male,0,1,1,8,doctor sitting by the door,0
73,1204,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_21/03-01-06-02-01-01-21.wav,1,21,male,1,0,0,6,can you talking by the door,2
74,1296,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_22/03-01-02-01-02-01-22.wav,1,22,female,0,1,0,2,chocolate sitting by the door,0
75,198,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-02-01-04.wav,1,4,female,1,1,0,6,Could not process audio transcription.,2
76,1031,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_18/03-01-07-02-01-02-18.wav,1,18,female,1,0,1,7,can you talking by the door,1
77,1139,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-02-01-20.wav,1,20,female,1,1,0,3,doctor sitting by the door,0
78,370,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-01-02-07.wav,1,7,male,1,0,1,6,future talking by the door,2
79,479,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-02-02-08.wav,1,8,female,0,1,1,1,toxicity in by the door,0
80,1144,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-01-01-20.wav,1,20,female,0,0,0,4,can you talking about the door,2
81,785,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_14/03-01-07-01-02-02-14.wav,1,14,female,0,1,1,7,dogs are sitting by the door,1
82,979,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_17/03-01-07-01-01-02-17.wav,1,17,male,0,0,1,7,kids talking by the door,1
83,274,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-01-02-05.wav,1,5,male,0,0,1,7,kids are talking by the door,1
84,420,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-02-01-08.wav,1,8,female,0,1,0,8,doctor sitting by the door,0
85,380,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-02-07.wav,1,7,male,1,1,1,5,dogs are sitting by the door,1
86,43,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-01-01.wav,1,1,male,0,1,0,6,stocks are sitting by the door,2
87,1177,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-01-01-20.wav,1,20,female,1,0,0,2,kids are talking by the door,0
88,237,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-01-02-04.wav,1,4,female,0,0,1,6,can you talking by the door,2
89,123,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-02-03.wav,1,3,male,0,0,1,4,kids are talking by the door,2
90,947,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-02-01-17.wav,1,17,male,0,1,0,5,dogs sitting by the door,1
91,240,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-02-01-05.wav,1,5,male,0,1,0,2,dogs are sitting by the door,0
92,1203,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_21/03-01-06-01-02-01-21.wav,1,21,male,0,1,0,6,doctor sitting by the door,2
93,629,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-01-01-11.wav,1,11,male,0,0,0,2,can you talking by the door,0
94,1054,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-01-01-18.wav,1,18,female,1,0,0,5,can you talking by the door,1
95,1009,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-02-02-18.wav,1,18,female,0,1,1,4,doctor sitting by the door,2
96,184,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-02-01-04.wav,1,4,female,0,1,0,2,dogs are sitting by the door,0
97,1360,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_24/03-01-03-02-01-02-24.wav,1,24,female,1,0,1,3,kids are talking by the door,0
98,589,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-01-02-11.wav,1,11,male,1,0,1,6,can you talking by the door,2
99,270,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-02-02-05.wav,1,5,male,0,1,1,5,dogs are sitting by the door,1
100,65,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-01-02.wav,1,2,female,0,0,0,7,can you talking by the door,1
101,1402,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_24/03-01-02-02-02-02-24.wav,1,24,female,1,1,1,2,dogs are sitting by the door,0
102,614,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-01-01-11.wav,1,11,male,0,0,0,4,can you talking by the door,2
103,1089,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-02-01-19.wav,1,19,male,1,1,0,3,doctor sitting by the door,0
104,1262,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_22/03-01-05-02-01-02-22.wav,1,22,female,1,0,1,5,kids are talking by the door,1
105,1068,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-02-02-19.wav,1,19,male,0,1,1,4,dogs are sitting by the door,2
106,192,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-01-04.wav,1,4,female,1,1,0,7,dogs are sitting by the door,1
107,1146,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-05-02-01-02-20.wav,1,20,female,1,0,1,5,talking by the door,1
108,1351,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_23/03-01-07-02-02-01-23.wav,1,23,male,1,1,0,7,dogs are sitting by the door,1
109,203,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-01-02-04.wav,1,4,female,1,0,1,8,kids are talking about the door,0
110,1168,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-06-01-02-02-20.wav,1,20,female,0,1,1,6,translate sitting by the door,2
111,1027,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_18/03-01-02-02-01-02-18.wav,1,18,female,1,0,1,2,Qatar talking by the door,0
112,32,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-01-02-01.wav,1,1,male,1,0,1,2,kids are talking by the door,0
113,597,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-01-11.wav,1,11,male,0,1,0,4,dogs are sitting by the door,2
114,365,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-02-01-07.wav,1,7,male,1,1,0,8,doctor sitting by the door,0
115,857,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_15/03-01-04-02-02-01-15.wav,1,15,male,1,1,0,4,doctor sitting by the door,2
116,1112,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_19/03-01-06-02-01-02-19.wav,1,19,male,1,0,1,6,Could not process audio transcription.,2
117,1276,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_22/03-01-04-02-01-01-22.wav,1,22,female,1,0,0,4,kids are talking by the door,2
118,1270,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_22/03-01-02-01-01-02-22.wav,1,22,female,0,0,1,2,kids are talking by the door,0
119,1105,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-02-02-19.wav,1,19,male,1,1,1,3,dogs are sitting by the door,0
120,422,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-01-01-08.wav,1,8,female,1,0,0,7,kids are talking by the door,1
121,1401,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_24/03-01-02-01-01-02-24.wav,1,24,female,0,0,1,2,kids are talking by the door,0
122,1000,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-01-02-18.wav,1,18,female,1,0,1,3,can you talking by the door,0
123,415,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-02-01-07.wav,1,7,male,0,1,0,7,doctor sitting by the door,1
124,638,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-01-01-11.wav,1,11,male,1,0,0,8,can you talking about the door,0
125,1352,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_23/03-01-04-02-02-02-23.wav,1,23,male,1,1,1,4,target sitting by the door,2
126,1310,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_23/03-01-02-01-01-01-23.wav,1,23,male,0,0,0,2,kids are talking by the door,0
127,163,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-02-02-03.wav,1,3,male,1,1,1,8,charger sitting by the door,0
128,261,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-01-02-05.wav,1,5,male,0,0,1,5,kids are talking by the door,1
129,649,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-01-02-12.wav,1,12,female,0,0,1,4,can you talking by the door,2
130,344,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-02-01-06.wav,1,6,female,0,1,0,1,dogs are sitting by the door,0
131,354,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-02-02-06.wav,1,6,female,1,1,1,6,Could not process audio transcription.,2
132,1080,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_19/03-01-06-02-01-01-19.wav,1,19,male,1,0,0,6,Could not process audio transcription.,2
133,1022,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_18/03-01-07-02-02-02-18.wav,1,18,female,1,1,1,7,doctor sitting by the door,1
134,923,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-01-02-16.wav,1,16,female,0,0,1,8,can you talking by the door,0
135,710,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-01-01-13.wav,1,13,male,1,0,0,5,can you talking by the door,1
136,973,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-02-01-17.wav,1,17,male,0,1,0,1,dogs are sitting by the door,0
137,247,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-01-02-05.wav,1,5,male,0,0,1,4,kids are talking by the door,2
138,745,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-01-02-13.wav,1,13,male,0,0,1,1,can you talking by the door,0
139,63,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-02-02.wav,1,2,female,1,0,1,6,can you talking with the door,2
140,231,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-01-01-04.wav,1,4,female,1,0,0,7,kids talking about the door,1
141,1273,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_22/03-01-03-01-02-01-22.wav,1,22,female,0,1,0,3,charger sitting by the door,0
